id_number,year_release,game_name
7540,2014,Atelier Shallie: Alchemists of the Dusk Sea
7539,2013,Fairy Fencer F
7538,2012,Shining Blade
7496,2014,The Wolf Among Us
7493,2012,Jikkyou Powerful Pro Yakyuu 2012
7484,2012,Anarchy Reigns
7483,2012,Little Battlers eXperience: Baku Boost
7438,2012,Just Dance: Greatest Hits
7436,2013,Disgaea D2: A Brighter Darkness
7419,2012,Heroes of Ruin
7389,2014,Senran Kagura 2: Deep Crimson
7386,2014,Transformer: Rise of the Dark Spark
7370,2014,GRID Autosport
7348,2012,Magician's Quest: Town of Magic
7338,2013,Akiba's Trip: Undead & Undressed
7320,2013,Steins;Gate
7311,2015,Ride
7309,2012,Digimon World Re:Digitize
7294,2013,NBA Live 14
7292,2015,Code Name: S.T.E.A.M.
7290,2013,Lost Planet 3
7273,2012,Spirit Camera: The Cursed Memoir
7270,2015,Shin Megami Tensei x Fire Emblem
7256,2015,Transformers: Devastation
7214,2012,Dungeon Hunter Alliance
7204,2014,Castlevania: Lords of Shadow 2
7202,2013,Hitman: HD Trilogy
7183,2013,Move Fitness
7166,2013,Hatsune Miku: Project Mirai 2
7145,2013,Killer is Dead
7143,2013,Sword Art Online: Infinity Moment
7132,2014,3rd Super Robot Wars Z Jigoku Hen
7126,2015,Senran Kagura: Estival Versus
7111,2012,Ratchet & Clank: Full Frontal Assault
7059,2014,NBA Live 15
6996,2013,Dynasty Warriors: Gundam Reborn
6989,2015,Total War: Attila
6979,2015,Girls Mode 3: Kirakira Code
6966,2013,The Smurfs 2
6963,2015,Etrian Mystery Dungeon
6950,2014,The Walking Dead: Season Two
6948,2012,Silent Hill: Book of Memories
6930,2012,LEGO Harry Potter: Years 5-7
6925,2014,Onechanbara Z2: Chaos
6923,2013,Game & Wario
6920,2012,Risen 2: Dark Waters
6902,2015,Chibi-Robo! Zip Lash
6896,2012,DiRT Showdown
6855,2012,Grand Slam Tennis 2
6841,2015,Stella Glow
6795,2014,Corpse Party: Blood Drive
6781,2015,LEGO Ninjago: Shadow of Ronin
6771,2013,Disney's Planes
6745,2015,Anno 2205
6726,2015,Yakuza Zero: The Place of Oath
6712,2015,The Legend of Legacy
6695,2015,J Stars Victory Vs.
6655,2012,Birds of Steel
6620,2015,Tearaway Unfolded
6619,2012,Journey
6578,2012,Tokyo Jungle
6572,2013,Star Trek: The Game
6554,2014,Samurai Warriors 4
6546,2012,Game of Thrones
6545,2012,The Testament of Sherlock Holmes
6533,2014,Yakuza: Ishin
6518,2013,Etrian Odyssey Untold: The Millennium Girl
6495,2012,Lumines: Electronic Symphony
6487,2013,Jikkyou Powerful Pro Yakyuu 2013
6482,2013,Inazuma Eleven GO 3: Galaxy
6462,2013,Aikatsu! 2-nin no My Princess
6451,2013,Gundam Breaker
6419,2012,Ninja Gaiden Sigma
6413,2014,Teenage Mutant Ninja Turtles: Danger of the Ooze
6409,2014,Ultimate NES Remix
6408,2015,Payday 2
6351,2012,Tohoku Daigaku Karei Igaku Kenkyuusho - Kawashima Ryuuta Kyouju Kanshuu - Mono Sugoku Nou o Kitaeru 5-Funkan no Oni Training
6336,2014,Sherlock Holmes: Crimes & Punishments
6331,2014,Sengoku Basara 4
6327,2015,Disgaea 5: Alliance of Vengeance
6311,2012,Rhythm Thief & the Emperor's Treasure
6295,2013,Hatsune Miku: Project Diva f
6293,2015,Divinity: Original Sin
6279,2013,Zumba Fitness: World Party
6268,2014,How to Train Your Dragon 2
6261,2015,Deadpool
6258,2012,Kobitodzukan: Kobito Kansatsu Set
6241,2013,Puppeteer
6212,2014,Danganronpa Another Episode: Ultra Despair Girls
6183,2012,Sing Party
6174,2013,Army of Two: The Devil's Cartel
6151,2013,Need for Speed: Most Wanted
6113,2012,Hot Shots Golf: World Invitational
6093,2012,Family Guy: Back to the Multiverse
6072,2013,Dragon Ball Heroes: Ultimate Mission
6046,2012,Just Dance Wii 2
6045,2014,Sonic Boom: Shattered Crystal
6043,2012,Fable: The Journey
6021,2012,Ys: Memories of Celceta
6008,2012,Starhawk
5994,2013,The Bureau: XCOM Declassified
5973,2014,Soul Sacrifice Delta
5916,2012,We Sing Pop!
5909,2012,Shin Megami Tensei: Devil Summoner - Soul Hackers
5884,2015,Tropico 5
5878,2014,Dynasty Warriors 8: Xtreme Legends
5874,2015,DmC: Devil May Cry
5869,2013,Drakengard 3
5842,2014,NES Remix
5837,2012,Dai-2-Ji Super Robot Taisen OG
5828,2014,One Piece: Unlimited World Red
5821,2013,LEGO Legends of Chima: Laval's Journey
5805,2013,The Legend of Heroes: Trails of Cold Steel
5791,2012,Sorcery
5790,2012,SD Gundam G Generation: Overworld
5765,2014,Taiko Drum Master: Don and Katsu's Space-Time Great Adventure
5761,2015,Football Manager 2016
5728,2014,Dragon Ball Heroes: Ultimate Mission 2
5727,2015,Hatsune Miku: Project Mirai DX
5615,2014,Murdered: Soul Suspect
5593,2012,Dead or Alive 5
5574,2014,God of War Collection
5556,2015,Dragon Ball Z: Extreme Butoden
5504,2014,Dragon Ball Z: Battle of Z
5490,2014,Sonic Boom: Rise of Lyric
5449,2012,Binary Domain
5431,2012,Modnation Racers: Road Trip
5421,2013,Zoo Tycoon (2013)
5394,2012,Silent Hill HD Collection
5344,2012,F1 Race Stars
5307,2013,Sniper: Ghost Warrior 2
5303,2013,Angry Birds Star Wars
5289,2014,Fossil Fighters: Frontier
5279,2013,Sentouchu: Densetsu no Shinobi to Survival Battle!
5275,2013,Remember Me
5244,2013,Company of Heroes 2
5234,2012,Dai-2-Ji Super Robot Taisen Z Saisei-hen
5233,2012,James Bond 007: Legends
5210,2013,Senran Kagura Shinovi Versus: Sh?jo-tachi no Sh?mei
5192,2013,Earth Defense Force 2025
5152,2014,Sid Meier's Civilization: Beyond Earth
5147,2014,Theatrhythm Final Fantasy: Curtain Call
5141,2015,Dishonored
5088,2012,ESPN: Sports Connection
5071,2014,Mobile Suit Gundam: Extreme VS Full Boost
5068,2013,Toukiden: The Age of Demons
5054,2012,Etrian Odyssey IV: Legends of the Titans
5028,2012,Metal Gear Solid: Snake Eater 3D
5023,2013,Phoenix Wright: Ace Attorney - Dual Destinies
4998,2015,God Eater 2: Rage Burst
4995,2012,Batman: Arkham City
4977,2015,Saints Row IV
4955,2013,Farming Simulator 2013
4953,2013,Tiger Woods PGA Tour 14
4921,2012,Wipeout 2048
4919,2012,Project X Zone
4917,2013,Metal Gear Solid: The Legacy Collection
4908,2012,The Darkness II
4883,2013,GRID 2
4864,2012,Armored Core V
4854,2014,Wii Sports Club
4800,2012,WipeOut 3 The Game
4788,2014,Hatsune Miku: Project Diva F 2nd
4784,2014,Story of Seasons
4776,2012,Asura's Wrath
4746,2013,The Wonderful 101
4702,2012,Mass Effect Trilogy
4679,2013,Attack on Titan: Humanity in Chains
4659,2015,Animal Crossing: Amiibo Festival
4630,2015,Wolfenstein: The Old Blood
4587,2013,Hometown Story
4545,2012,Zone of the Enders HD Collection
4517,2014,Sleeping Dogs
4512,2015,Rock Band 4
4507,2014,Trials Fusion
4443,2012,Ninja Gaiden 3
4426,2012,Transformers: Fall of Cybertron
4402,2015,Mario Tennis Ultra Smash
4363,2015,One Piece: Pirate Warriors 3
4360,2013,God Eater 2
4329,2012,Resistance: Burning Skies
4327,2012,Moshi Monsters: Moshlings Theme Park
4319,2014,The Walking Dead: Season One
4314,2013,Tales of Hearts
4309,2015,Persona 4: Dancing All Night
4301,2015,Puzzle & Dragons Z + Super Mario Bros. Edition
4289,2015,Sword Art Online: Lost Song
4275,2015,Farming Simulator 2015
4249,2012,Art Academy: Lessons for Everyone
4215,2012,Inazuma Eleven Go 2: Chrono Stone
4206,2013,Major League Baseball 2K13
4169,2012,Silent Hill: Downpour
4165,2014,Naruto Shippuden: Ultimate Ninja Storm Revolution
4152,2015,Bravely Second: End Layer
4137,2014,Fable
4127,2015,Skylanders: SuperChargers
4124,2014,Football Manager 2015
4109,2014,World of Warcraft: Warlords of Draenor
4093,2014,Mario Golf: World Tour
4088,2012,Metal Gear Solid HD Edition
4067,2014,F1 2014
4057,2012,Epic Mickey: Power of Illusion
4046,2014,Pokemon Art Academy
4034,2013,Sonic Lost World
3996,2012,Major League Baseball 2K12
3975,2012,Theatrhythm: Final Fantasy
3935,2015,Rory McIlroy PGA Tour
3894,2014,Lords of the Fallen
3890,2015,StarCraft II: Legacy of the Void
3848,2014,Final Fantasy Explorers
3813,2013,Batman: Arkham Origins Blackgate
3787,2015,Kirby and the Rainbow Curse
3765,2013,Dragon's Crown
3713,2015,Resident Evil: Revelations 2
3676,2012,Rune Factory 4
3666,2014,The Amazing Spider-Man 2 (2014)
3653,2012,Unit 13
3640,2012,Tiger Woods PGA Tour 13
3636,2013,Sly Cooper: Thieves in Time
3617,2013,Soul Sacrifice
3595,2015,Xenoblade Chronicles
3555,2013,NHL 14
3548,2012,Spec Ops: The Line
3531,2013,Defiance
3506,2013,Shin Megami Tensei IV
3456,2014,Kinect Sports Rivals
3448,2014,NHL 15
3438,2012,Doom 3 BFG Edition
3430,2015,Dark Souls II
3421,2015,Tales of Zestiria
3403,2012,Yakuza 5
3386,2012,Rayman Origins
3376,2012,Kinect Rush: A Disney Pixar Adventure
3373,2012,Scribblenauts: Unlimited
3353,2014,LEGO The Hobbit
3292,2013,Dynasty Warriors 8
3288,2015,NHL 16
3280,2012,Toshochu: Run for Money
3275,2014,Rocksmith 2014
3262,2012,FIFA Soccer
3214,2015,God of War III
3208,2012,Angry Birds Trilogy
3203,2012,Taiko no Tatsujin: Chibi Dragon to Fushigi na Orb
3190,2013,F1 2013
3179,2013,The Walking Dead: Survival Instinct
3174,2015,LEGO Dimensions
3169,2012,Gravity Rush
3113,2014,MLB 14: The Show
3093,2015,F1 2015
3068,2012,Puzzler Brain Games
3048,2012,NHL 13
3013,2012,Lollipop Chainsaw
2992,2014,Sniper Elite 3
2989,2014,Metro: Last Light
2981,2015,Disney Infinity 3.0
2975,2012,Kirby's Dream Collection: Special Edition
2970,2013,Frozen: Olaf's Quest
2967,2015,Nintendo Presents: New Style Boutique 2 - Fashion Forward
2962,2013,One Piece: Pirate Warriors 2
2931,2012,Book of Spells
2904,2012,London 2012: The Official Video Game of the Olympic Games
2903,2014,2014 FIFA World Cup Brazil
2901,2013,Ratchet & Clank: Into the Nexus
2891,2013,Football Manager 2014
2884,2015,Rhythm Heaven: The Best+
2877,2015,Final Fantasy X/X-2 HD Remaster
2870,2014,Persona Q: Shadow of the Labyrinth
2864,2015,Dragon Quest Heroes: The World's Tree Woe and the Blight Below
2862,2013,MLB 13: The Show
2852,2012,Monster Hunter Tri
2832,2014,Final Fantasy XIV: A Realm Reborn
2826,2012,XCOM: Enemy Unknown
2824,2012,Style Savvy: Trendsetters
2791,2012,Persona 4: Arena
2786,2012,Naruto Shippuden: Ultimate Ninja Storm Generations
2773,2015,Mario & Luigi: Paper Jam
2759,2014,Borderlands: The Pre-Sequel
2737,2013,Tearaway
2731,2015,Rare Replay
2730,2013,Total War: Rome II
2703,2014,Pro Evolution Soccer 2015
2700,2012,SoulCalibur V
2697,2012,Mortal Kombat
2669,2014,Freedom Wars
2645,2015,Pro Evolution Soccer 2016
2642,2012,God of War Saga
2629,2013,Professor Layton and the Azran Legacy
2616,2014,Dragon Quest Monsters 2
2592,2013,Mario & Sonic at the Sochi 2014 Olympic Winter Games
2585,2013,Resident Evil: Revelations
2576,2012,[Prototype 2]
2574,2013,Aliens: Colonial Marines
2554,2012,Professor Layton vs Phoenix Wright: Ace Attorney
2544,2015,Guitar Hero Live
2532,2012,Twisted Metal (2012)
2491,2012,Dance Central 3
2488,2014,Borderlands 2
2473,2015,Borderlands: The Handsome Collection
2469,2012,Street Fighter X Tekken
2461,2015,Xenoblade Chronicles X
2458,2012,Devil May Cry HD Collection
2454,2014,Thief (2014)
2419,2015,Dragon Quest VIII: Journey of the Cursed King
2414,2012,Darksiders II
2411,2015,Monster Strike 3DS
2409,2012,Tales of Xillia 2
2372,2012,Tekken Tag Tournament 2
2351,2012,Kingdoms of Amalur: Reckoning
2350,2013,Wii Fit U
2336,2012,The Jak and Daxter Collection
2321,2012,LittleBigPlanet Karting
2287,2015,Minecraft: Story Mode
2279,2012,Harvest Moon 3D: A New Beginning
2273,2015,MLB 15: The Show
2268,2012,MLB 12: The Show
2264,2013,Crysis 3
2263,2013,Disney Magical World
2229,2012,SSX
2207,2012,The Witcher 2: Assassins of Kings
2206,2012,Mario Tennis Open
2194,2014,Lego Batman 3: Beyond Gotham
2190,2015,Evolve
2173,2015,LEGO Jurassic World
2172,2013,Naruto Shippuden: Ultimate Ninja Storm 3
2164,2012,Dragon Quest Monsters: Terry's Wonderland 3D
2153,2012,PlayStation All-Stars Battle Royale
2124,2013,Pro Evolution Soccer 2014
2118,2014,South Park: The Stick of Truth
2089,2013,Tom Clancy's Splinter Cell: Blacklist
2077,2013,Dead Space 3
2072,2013,Killzone: Mercenary
2055,2014,Rayman Legends
2043,2014,Bayonetta 2
2019,2012,Epic Mickey 2: The Power of Two
2014,2014,EA Sports UFC
2006,2015,Project CARS
1988,2012,Pokemon Conquest
1979,2015,Dragon Ball: XenoVerse
1977,2012,UFC Undisputed 3
1969,2014,Skylanders: Trap Team
1933,2012,F1 2012
1919,2013,NCAA Football 14
1903,2012,NCAA Football 13
1898,2015,Grand Theft Auto V
1871,2013,Lightning Returns: Final Fantasy XIII
1852,2015,The Legend of Zelda: Tri Force Heroes
1845,2013,Pikmin 3
1838,2014,Sunset Overdrive
1834,2015,Mad Max (2015)
1814,2014,Alien: Isolation
1810,2014,WWE 2K15
1808,2012,Fantasy Life
1762,2014,Plants vs. Zombies: Garden Warfare
1736,2012,Football Manager 2013
1708,2012,Resident Evil: Operation Raccoon City
1704,2015,Pokemon Super Mystery Dungeon
1694,2012,Mario & Sonic at the London 2012 Olympic Games
1689,2014,Captain Toad: Treasure Tracker
1686,2013,WWE 2K14
1685,2012,One Piece: Pirate Warriors
1675,2015,WWE 2K16
1672,2015,Just Dance 2016
1582,2012,LEGO The Lord of the Rings
1557,2012,Pokemon Mystery Dungeon: Gates to Infinity
1550,2012,Kid Icarus: Uprising
1543,2014,Metal Gear Solid V: Ground Zeroes
1530,2012,FIFA Street
1528,2015,Yoshi's Woolly World
1490,2014,The LEGO Movie Videogame
1489,2014,Kingdom Hearts II
1480,2013,Final Fantasy X / X-2 HD Remaster
1433,2013,Ryse: Son of Rome
1432,2014,Yoshi's New Island
1418,2014,Forza Horizon 2
1407,2012,Persona 4: Golden
1404,2012,Bravely Default: Flying Fairy
1399,2012,WWE '13
1372,2013,Injustice: Gods Among Us
1367,2014,Tomb Raider (2013)
1355,2013,Dragon Quest VII: Warriors of Eden
1337,2013,SimCity (2013)
1316,2013,LEGO City Undercover
1313,2012,Medal of Honor: Warfighter
1301,2012,Tom Clancy's Ghost Recon: Future Soldier
1298,2012,LittleBigPlanet PS Vita
1293,2013,Metal Gear Rising: Revengeance
1288,2012,Assassin's Creed III: Liberation
1247,2013,Puzzle & Dragons
1229,2014,Donkey Kong Country: Tropical Freeze
1212,2015,Fire Emblem Fates
1210,2013,Dead Rising 3
1209,2015,Mario Party 10
1186,2012,Pro Evolution Soccer 2013
1178,2012,Kingdom Hearts 3D: Dream Drop Distance
1170,2014,Wolfenstein: The New Order
1143,2013,Gears of War: Judgment
1124,2015,Until Dawn
1099,2015,Dying Light
1094,2013,StarCraft II: Heart of the Swarm
1089,2013,Knack
1073,2012,Call of Duty Black Ops: Declassified
1051,2014,The Crew
1036,2015,The Elder Scrolls Online
1035,2015,The Order: 1886
1031,2013,Disney Infinity
1024,2014,Diablo III
1020,2015,Forza Motorsport 6
1006,2013,Kingdom Hearts
983,2013,Wii Party U
980,2013,The Legend of Zelda: The Wind Waker
979,2012,Dragon's Dogma
972,2012,Kinect Star Wars
971,2013,Beyond: Two Souls
959,2014,The Evil Within
953,2014,Kirby: Triple Deluxe
949,2015,Just Cause 3
947,2012,World of Warcraft: Mists of Pandaria
936,2013,Mario Party: Island Tour
931,2014,LittleBigPlanet 3
924,2013,Donkey Kong Country Returns
913,2013,Yokai Watch
911,2013,Need for Speed Rivals
910,2012,Max Payne 3
907,2015,Destiny: The Taken King
867,2013,BioShock Infinite
860,2014,Dragon Age: Inquisition
850,2014,DriveClub
849,2012,Fire Emblem: Awakening
845,2012,Forza Horizon
838,2014,Madden NFL 15
822,2013,Mario & Luigi: Dream Team
799,2015,Battlefield: Hardline
760,2015,Tom Clancy's Rainbow Six: Siege
751,2013,Madden NFL 25
750,2013,Forza Motorsport 5
747,2012,Hitman: Absolution
727,2013,New Super Luigi U
707,2012,Paper Mario: Sticker Star
701,2015,Yokai Watch Busters
700,2014,Just Dance 2015
697,2013,God of War: Ascension
693,2012,Guild Wars 2
692,2013,LEGO Marvel Super Heroes
682,2015,The Legend of Zelda: Majora's Mask 3D
677,2013,Skylanders SWAP Force
663,2014,NBA 2K15
662,2015,Bloodborne
656,2013,Batman: Arkham Origins
626,2013,NBA 2K14
594,2013,Killzone: Shadow Fall
572,2012,Skylanders Giants
562,2014,Yokai Watch 2 Shinuchi
554,2015,Mortal Kombat X
539,2014,inFAMOUS: Second Son
507,2012,Madden NFL 13
495,2014,Titanfall
479,2014,The Sims 4
477,2015,Animal Crossing: Happy Home Designer
472,2014,Middle-Earth: Shadow of Mordor
469,2012,NBA 2K13
468,2015,Gears of War: Ultimate Edition
458,2012,Mass Effect 3
455,2013,The Legend of Zelda: A Link Between Worlds
440,2014,Halo: The Master Chief Collection
430,2015,Super Mario Maker
420,2014,Yokai Watch 2 Ganso/Honke
419,2015,Madden NFL 16
415,2015,Monster Hunter X
410,2015,Assassin's Creed Syndicate
406,2012,Mario Party 9
396,2015,Metal Gear Solid V: The Phantom Pain
384,2013,Monster Hunter 4
383,2012,Far Cry 3
345,2013,Gran Turismo 6
337,2013,Battlefield 4
332,2015,The Witcher 3: Wild Hunt
328,2013,Just Dance 2014
323,2015,Batman: Arkham Knight
315,2015,NBA 2K16
309,2014,Monster Hunter 4 Ultimate
308,2013,Assassin's Creed IV: Black Flag
305,2014,Assassin's Creed: Unity
298,2014,Minecraft
296,2014,Far Cry 4
281,2014,Watch Dogs
262,2013,Super Mario 3D World
261,2015,Halo 5: Guardians
247,2012,Nintendo Land
244,2015,Uncharted: The Nathan Drake Collection
236,2015,Splatoon
235,2013,Luigi's Mansion: Dark Moon
189,2013,Tomodachi Life
184,2012,New Super Mario Bros. U
155,2014,Destiny
147,2013,The Last of Us
129,2012,Assassin's Creed III
125,2014,FIFA 15
113,2013,FIFA 14
112,2012,Just Dance 4
110,2015,Fallout 4
109,2014,Mario Kart 8
98,2014,Super Smash Bros. for Wii U and 3DS
94,2014,Call of Duty: Advanced Warfare
93,2015,Star Wars Battlefront (2015)
83,2012,FIFA Soccer 13
82,2012,Pokemon Black 2/Pokemon White 2
78,2015,FIFA 16
74,2012,Animal Crossing: New Leaf
66,2012,Halo 4
65,2012,New Super Mario Bros. 2
62,2013,Call of Duty: Ghosts
50,2014,Pokemon Omega Ruby/Pokemon Alpha Sapphire
35,2012,Call of Duty: Black Ops II
34,2015,Call of Duty: Black Ops 3
33,2013,Pokemon X/Pokemon Y
